InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
117504,D010,Daraz Calligraphy Art Piece,4,29/08/2021 18:14,927.36,795,Pakistan
117505,D025,Daraz Decorative Lamp,6,29/04/2021 10:46,476.07,204,Pakistan
117506,D014,Daraz Leather Wallet,2,05/03/2021 8:36,1983.19,321,Pakistan
117507,D022,Handcrafted Daraz Mug,7,13/01/2021 7:29,1879.36,369,Pakistan
117508,D044,Traditional Daraz Pottery Bowl,6,15/07/2021 12:33,845.51,879,Pakistan
117509,D006,Daraz Decorative Lamp,2,30/06/2021 17:02,1347.1,116,Pakistan
117510,D023,Daraz Handmade Notebook,1,13/09/2021 23:04,1707.78,475,Pakistan
117511,D006,Daraz Calligraphy Art Piece,9,19/04/2021 0:41,963.4,605,Pakistan
117512,D016,Embroidered Daraz Cushion Cover,5,18/04/2021 7:15,627.33,579,Pakistan
117513,D003,Traditional Daraz Pottery Bowl,8,09/02/2021 8:58,950.15,534,Pakistan
117514,D049,Daraz Handmade Notebook,8,24/03/2021 8:53,1986.02,903,Pakistan
117515,D013,Daraz Embroidered Towel,8,29/05/2021 11:27,1268.42,898,Pakistan
117516,D009,Daraz Printed T-shirt,6,12/04/2021 0:14,192.17,483,Pakistan
117517,D027,Wooden Daraz Keychain Set,2,27/10/2021 21:40,1715.01,436,Pakistan
117518,D010,Miniature Daraz Truck Figurine,8,08/08/2021 23:54,1296.11,828,Pakistan
117519,D041,Daraz Handmade Notebook,5,10/09/2021 2:06,1419.24,848,Pakistan
117520,D035,Handwoven Daraz Pashmina Shawl,2,29/03/2021 12:06,796.31,731,Pakistan
117521,D020,Handcrafted Daraz Decorative Figurine,5,07/06/2021 2:25,1468.03,731,Pakistan
117522,D041,Daraz Decorative Lamp,7,11/05/2021 16:54,931.23,855,Pakistan
117523,D033,Daraz Printed T-shirt,6,09/07/2021 16:10,1011.44,910,Pakistan
117524,D049,Wooden Daraz Jewelry Box,8,18/11/2021 0:25,889.33,982,Pakistan
117525,D019,Daraz Calligraphy Art Piece,3,15/06/2021 0:45,1943.72,120,Pakistan
117526,D021,Handwoven Daraz Pashmina Shawl,7,26/08/2021 17:44,1798.09,531,Pakistan
117527,D041,Handcrafted Daraz Decorative Figurine,8,25/11/2021 0:16,631.62,727,Pakistan
117528,D040,Wooden Daraz Keychain Set,4,20/03/2021 14:08,1221.74,736,Pakistan
117529,D038,Daraz Ceramic Vase,7,30/03/2021 0:25,1227.89,626,Pakistan
117530,D011,Hand-painted Daraz Ceramic Plate,3,24/11/2021 16:53,767.61,979,Pakistan
117531,D033,Daraz Handmade Notebook,3,09/09/2021 10:40,229.04,630,Pakistan
117532,D040,Daraz Wooden Frame,7,08/10/2021 15:30,1041.33,893,Pakistan
117533,D026,Daraz Decorative Lamp,1,18/01/2021 8:20,1838.97,832,Pakistan
117534,D029,Handcrafted Daraz Mug,10,11/05/2021 10:44,1388.81,607,Pakistan
117535,D039,Daraz Ceramic Vase,3,25/06/2021 7:11,87.31,137,Pakistan
117536,D022,Hand-painted Daraz Ceramic Plate,2,16/08/2021 21:09,392.91,915,Pakistan
117537,D043,Handcrafted Daraz Decorative Figurine,5,18/01/2021 23:16,532.18,436,Pakistan
117538,D021,Handcrafted Daraz Mug,1,02/09/2021 7:18,1904.96,565,Pakistan
117539,D006,Embroidered Daraz Cushion Cover,4,01/04/2021 4:12,1149.92,103,Pakistan
117540,D016,Handcrafted Daraz Decorative Figurine,9,26/12/2021 1:31,205.58,487,Pakistan
117541,D022,Daraz Wooden Frame,7,10/07/2021 8:20,1151.5,548,Pakistan
117542,D016,Daraz Calligraphy Art Piece,10,21/07/2021 21:39,1977.33,106,Pakistan
117543,D013,Daraz Model Car,1,18/05/2021 6:48,1717.32,928,Pakistan
117544,D017,Hand-painted Daraz Ceramic Plate,8,08/11/2021 2:41,1445.61,945,Pakistan
117545,D018,Daraz Wooden Frame,4,24/02/2021 13:16,422.75,187,Pakistan
117546,D017,Daraz Leather Wallet,5,02/08/2021 0:48,665.69,168,Pakistan
117547,D030,Traditional Daraz Pottery Bowl,1,07/12/2021 8:11,1609.93,407,Pakistan
117548,D002,Daraz Embroidered Towel,1,20/07/2021 3:45,497.09,558,Pakistan
117549,D011,Daraz Embroidered Towel,9,06/08/2021 3:39,689.1,565,Pakistan
117550,D045,Traditional Daraz Pottery Bowl,1,07/02/2021 1:41,863.84,117,Pakistan
117551,D014,Handcrafted Daraz Mug,9,12/08/2021 4:47,416.15,818,Pakistan
117552,D030,Traditional Daraz Pottery Bowl,3,22/09/2021 20:59,318.49,907,Pakistan
117553,D016,Daraz Model Car,8,08/01/2021 0:12,1910.7,685,Pakistan
117554,D030,Handwoven Daraz Pashmina Shawl,9,29/04/2021 23:11,1393.55,396,Pakistan
117555,D004,Daraz Silk Scarf,10,02/10/2021 5:12,1154.27,765,Pakistan
117556,D018,Daraz Embroidered Towel,4,29/11/2021 9:59,657.63,629,Pakistan
117557,D035,Embroidered Daraz Cushion Cover,9,08/08/2021 23:33,533.21,326,Pakistan
117558,D036,Daraz Handmade Notebook,3,10/08/2021 23:00,276,223,Pakistan
117559,D011,Embroidered Daraz Cushion Cover,4,25/11/2021 6:41,790.34,781,Pakistan
117560,D033,Daraz Leather Wallet,8,11/10/2021 19:50,305.72,387,Pakistan
117561,D046,Daraz Handmade Notebook,8,03/08/2021 6:22,95.1,551,Pakistan
117562,D049,Handcrafted Daraz Mug,9,03/06/2021 20:02,1856.16,305,Pakistan
117563,D025,Embroidered Daraz Cushion Cover,9,14/11/2021 5:12,1448.76,672,Pakistan
117564,D034,Miniature Daraz Truck Figurine,8,31/10/2021 22:58,544.29,958,Pakistan
117565,D009,Handcrafted Daraz Mug,1,26/01/2021 4:27,1394.37,194,Pakistan
117566,D011,Daraz Calligraphy Art Piece,9,25/07/2021 12:45,780.13,177,Pakistan
117567,D026,Handcrafted Daraz Decorative Figurine,7,24/01/2021 15:30,1264.77,726,Pakistan
117568,D005,Daraz Ceramic Vase,4,05/09/2021 6:43,1070.85,567,Pakistan
117569,D027,Miniature Daraz Truck Figurine,6,05/09/2021 8:43,1240.83,885,Pakistan
117570,D039,Daraz Ceramic Vase,9,13/10/2021 6:12,336.17,721,Pakistan
117571,D034,Daraz Ceramic Vase,10,27/02/2021 18:13,1216.05,488,Pakistan
117572,D036,Daraz Printed T-shirt,7,31/12/2021 1:30,1593.11,726,Pakistan
117573,D036,Handcrafted Daraz Mug,10,06/09/2021 22:08,1652.73,942,Pakistan
117574,D015,Daraz Model Car,10,03/05/2021 5:58,1871.63,679,Pakistan
117575,D020,Daraz Silk Scarf,9,10/06/2021 4:20,298.09,506,Pakistan
117576,D031,Daraz Silk Scarf,3,30/08/2021 12:45,624.48,984,Pakistan
117577,D028,Daraz Wooden Frame,2,10/03/2021 2:18,450.71,965,Pakistan
117578,D025,Daraz Calligraphy Art Piece,3,15/07/2021 14:24,531.98,575,Pakistan
117579,D040,Daraz Embroidered Towel,2,27/12/2021 4:44,1549.33,662,Pakistan
117580,D030,Handcrafted Daraz Decorative Figurine,10,29/08/2021 14:57,876.56,894,Pakistan
117581,D003,Traditional Daraz Pottery Bowl,7,22/03/2021 12:18,1904.14,701,Pakistan
117582,D004,Hand-painted Daraz Ceramic Plate,3,21/08/2021 13:12,1781.91,682,Pakistan
117583,D035,Daraz Embroidered Towel,1,24/10/2021 12:52,1992.25,325,Pakistan
117584,D035,Embroidered Daraz Cushion Cover,1,12/03/2021 20:32,1300.52,198,Pakistan
117585,D006,Daraz Artisanal Clock,7,07/09/2021 14:56,283.38,118,Pakistan
117586,D002,Handwoven Daraz Pashmina Shawl,7,15/06/2021 4:04,1405.91,632,Pakistan
117587,D037,Wooden Daraz Jewelry Box,7,01/02/2021 6:21,655.58,832,Pakistan
117588,D019,Daraz Printed T-shirt,5,26/11/2021 9:06,1342.04,514,Pakistan
117589,D036,Daraz Silk Scarf,7,03/10/2021 1:04,457.53,522,Pakistan
117590,D005,Daraz Ceramic Vase,4,10/07/2021 2:45,1418.67,637,Pakistan
117591,D046,Daraz Printed T-shirt,3,25/09/2021 8:43,317.4,683,Pakistan
117592,D020,Daraz Decorative Lamp,6,25/05/2021 20:37,1495.32,763,Pakistan
117593,D040,Daraz Printed T-shirt,3,17/02/2021 5:23,1539.28,533,Pakistan
117594,D013,Embroidered Daraz Cushion Cover,3,08/12/2021 20:02,194.67,916,Pakistan
117595,D047,Wooden Daraz Keychain Set,8,07/01/2021 21:08,91.22,508,Pakistan
117596,D004,Handcrafted Daraz Mug,8,07/11/2021 6:19,1800.09,965,Pakistan
117597,D030,Daraz Wooden Frame,2,23/04/2021 2:12,1979.64,624,Pakistan
117598,D005,Daraz Model Car,2,24/11/2021 10:44,1483.41,934,Pakistan
117599,D018,Daraz Handmade Notebook,8,24/01/2021 14:40,283.48,980,Pakistan
117600,D016,Daraz Decorative Lamp,8,09/10/2021 11:43,1410.53,889,Pakistan
117601,D002,Daraz Embroidered Towel,8,12/10/2021 17:24,861.13,385,Pakistan
117602,D035,Daraz Printed T-shirt,7,04/10/2021 5:22,50.79,651,Pakistan
117603,D013,Handcrafted Daraz Decorative Figurine,9,25/01/2021 21:03,1831.33,942,Pakistan
117604,D048,Daraz Printed T-shirt,4,08/07/2021 1:14,192.78,173,Pakistan
117605,D039,Daraz Wooden Frame,2,15/02/2021 1:17,1408.2,213,Pakistan
117606,D049,Daraz Printed T-shirt,10,06/11/2021 4:59,1663.74,192,Pakistan
117607,D017,Daraz Silk Scarf,1,30/08/2021 18:08,267.59,350,Pakistan
117608,D045,Miniature Daraz Truck Figurine,2,15/05/2021 19:00,1912.84,673,Pakistan
117609,D036,Handwoven Daraz Pashmina Shawl,10,03/11/2021 22:10,1572.67,706,Pakistan
117610,D009,Daraz Silk Scarf,10,08/03/2021 18:31,1151.41,886,Pakistan
117611,D004,Daraz Printed T-shirt,9,26/05/2021 3:09,1067.34,222,Pakistan
117612,D029,Hand-painted Daraz Ceramic Plate,3,11/06/2021 14:22,1053.84,587,Pakistan
117613,D049,Wooden Daraz Jewelry Box,3,20/03/2021 18:02,1158.04,696,Pakistan
117614,D040,Daraz Leather Wallet,3,22/11/2021 5:39,1685.24,991,Pakistan
117615,D022,Traditional Daraz Pottery Bowl,10,01/11/2021 10:09,1473.13,305,Pakistan
117616,D027,Embroidered Daraz Cushion Cover,2,08/09/2021 3:53,123.96,276,Pakistan
117617,D042,Daraz Leather Wallet,4,31/08/2021 23:55,211.59,950,Pakistan
117618,D016,Daraz Model Car,10,02/08/2021 5:02,662.76,119,Pakistan
117619,D009,Daraz Printed T-shirt,3,23/04/2021 13:09,499.86,346,Pakistan
117620,D026,Daraz Wooden Frame,2,28/09/2021 20:52,1630.25,192,Pakistan
117621,D010,Daraz Handmade Notebook,8,05/11/2021 9:40,749.75,944,Pakistan
117622,D030,Daraz Silk Scarf,8,01/02/2021 0:54,1661.08,266,Pakistan
117623,D003,Daraz Calligraphy Art Piece,1,10/10/2021 13:15,1686.27,547,Pakistan
117624,D008,Daraz Model Car,6,20/01/2021 4:31,1358.78,348,Pakistan
117625,D024,Handcrafted Daraz Mug,9,11/07/2021 17:55,1361.07,153,Pakistan
117626,D043,Daraz Leather Wallet,9,20/10/2021 13:15,682.77,811,Pakistan
117627,D030,Wooden Daraz Keychain Set,4,25/05/2021 2:50,1357.01,994,Pakistan
117628,D022,Daraz Artisanal Clock,4,19/02/2021 15:43,729.38,371,Pakistan
117629,D040,Daraz Decorative Lamp,8,10/12/2021 18:57,1541.18,647,Pakistan
117630,D037,Daraz Decorative Lamp,2,22/11/2021 5:12,1838.17,464,Pakistan
117631,D032,Daraz Silk Scarf,2,24/02/2021 6:06,267.55,597,Pakistan
117632,D006,Handwoven Daraz Pashmina Shawl,9,24/02/2021 15:05,854.3,179,Pakistan
117633,D003,Daraz Leather Wallet,5,03/04/2021 8:56,756.97,937,Pakistan
117634,D027,Daraz Handmade Notebook,3,01/04/2021 15:58,1985.3,609,Pakistan
117635,D022,Wooden Daraz Keychain Set,9,19/09/2021 15:16,1353.2,332,Pakistan
117636,D028,Daraz Artisanal Clock,4,01/01/2021 10:06,949.32,230,Pakistan
117637,D016,Wooden Daraz Keychain Set,1,25/05/2021 11:21,161.32,814,Pakistan
117638,D028,Daraz Handmade Notebook,5,09/10/2021 7:36,182.34,894,Pakistan
117639,D039,Daraz Printed T-shirt,6,22/06/2021 19:06,1223,543,Pakistan
117640,D047,Miniature Daraz Truck Figurine,7,06/11/2021 7:15,326.99,675,Pakistan
117641,D050,Daraz Leather Wallet,9,28/04/2021 14:37,268.27,534,Pakistan
117642,D014,Miniature Daraz Truck Figurine,2,05/03/2021 8:07,1918.75,534,Pakistan
117643,D049,Embroidered Daraz Cushion Cover,4,06/12/2021 7:49,1277.98,771,Pakistan
117644,D022,Daraz Wooden Frame,7,11/04/2021 11:22,1352.53,155,Pakistan
117645,D001,Traditional Daraz Pottery Bowl,6,26/02/2021 16:08,1518.39,224,Pakistan
117646,D027,Daraz Silk Scarf,9,13/03/2021 22:21,240,644,Pakistan
117647,D040,Daraz Embroidered Towel,8,16/11/2021 9:00,401.02,321,Pakistan
117648,D044,Wooden Daraz Keychain Set,1,19/05/2021 14:00,1419.24,316,Pakistan
117649,D023,Wooden Daraz Jewelry Box,5,04/06/2021 13:01,1276.99,451,Pakistan
117650,D014,Handcrafted Daraz Mug,5,08/03/2021 20:36,96.64,854,Pakistan
117651,D033,Wooden Daraz Keychain Set,9,04/03/2021 3:04,1926.42,904,Pakistan
117652,D039,Daraz Embroidered Towel,8,14/06/2021 6:54,1726.81,675,Pakistan
117653,D029,Daraz Wooden Frame,10,14/04/2021 18:57,1823.92,359,Pakistan
117654,D049,Daraz Handmade Notebook,8,22/12/2021 9:35,1775.28,137,Pakistan
117655,D050,Handwoven Daraz Pashmina Shawl,10,07/07/2021 13:08,331.93,552,Pakistan
117656,D039,Hand-painted Daraz Ceramic Plate,5,30/11/2021 9:05,667.68,737,Pakistan
117657,D039,Wooden Daraz Jewelry Box,9,24/10/2021 0:42,1891.29,141,Pakistan
117658,D019,Daraz Decorative Lamp,10,13/02/2021 21:46,1622.77,571,Pakistan
117659,D026,Daraz Wooden Frame,8,03/05/2021 16:01,565.19,644,Pakistan
117660,D021,Daraz Printed T-shirt,8,29/12/2021 17:36,186.97,251,Pakistan
117661,D026,Daraz Model Car,1,22/03/2021 21:13,1275.29,409,Pakistan
117662,D016,Wooden Daraz Keychain Set,8,23/12/2021 16:42,1155.16,476,Pakistan
117663,D023,Handcrafted Daraz Mug,3,09/04/2021 16:00,1325.54,488,Pakistan
117664,D035,Daraz Wooden Frame,7,07/01/2021 8:59,1624.94,197,Pakistan
117665,D012,Daraz Calligraphy Art Piece,7,16/05/2021 23:08,566.14,553,Pakistan
117666,D021,Daraz Silk Scarf,5,15/05/2021 19:10,1262.22,682,Pakistan
117667,D010,Handwoven Daraz Pashmina Shawl,2,18/06/2021 4:22,1297.79,421,Pakistan
117668,D049,Daraz Artisanal Clock,10,10/11/2021 5:27,556.91,546,Pakistan
117669,D049,Daraz Decorative Lamp,1,04/01/2021 0:22,273.76,353,Pakistan
117670,D015,Daraz Handmade Notebook,4,17/09/2021 23:55,448.51,125,Pakistan
117671,D013,Handwoven Daraz Pashmina Shawl,10,14/03/2021 23:09,261.9,602,Pakistan
117672,D021,Traditional Daraz Pottery Bowl,9,18/11/2021 21:07,1276.05,189,Pakistan
117673,D045,Miniature Daraz Truck Figurine,3,23/07/2021 9:26,1721.65,124,Pakistan
117674,D039,Miniature Daraz Truck Figurine,9,30/09/2021 5:15,1970,657,Pakistan
117675,D047,Wooden Daraz Keychain Set,8,10/10/2021 15:21,1720.5,349,Pakistan
117676,D039,Traditional Daraz Pottery Bowl,7,23/11/2021 18:47,326.75,144,Pakistan
117677,D050,Daraz Decorative Lamp,10,23/11/2021 23:38,209.63,442,Pakistan
117678,D001,Daraz Handmade Notebook,8,20/12/2021 17:20,384.11,668,Pakistan
117679,D039,Wooden Daraz Jewelry Box,10,07/05/2021 15:46,1245.42,585,Pakistan
117680,D028,Handcrafted Daraz Decorative Figurine,7,05/03/2021 18:03,1423.17,923,Pakistan
117681,D006,Handwoven Daraz Pashmina Shawl,1,02/07/2021 12:48,178.44,736,Pakistan
117682,D047,Daraz Ceramic Vase,1,28/01/2021 13:46,1190.89,638,Pakistan
117683,D023,Handwoven Daraz Pashmina Shawl,3,24/09/2021 4:15,1511.59,784,Pakistan
117684,D043,Daraz Silk Scarf,9,26/07/2021 7:36,1796.48,457,Pakistan
117685,D020,Embroidered Daraz Cushion Cover,10,15/03/2021 12:06,1356.79,230,Pakistan
117686,D035,Embroidered Daraz Cushion Cover,8,06/07/2021 3:35,258.21,138,Pakistan
117687,D005,Hand-painted Daraz Ceramic Plate,6,19/11/2021 14:00,417.13,355,Pakistan
117688,D024,Wooden Daraz Keychain Set,5,24/08/2021 23:41,1127.96,421,Pakistan
117689,D032,Miniature Daraz Truck Figurine,7,03/03/2021 22:06,1807.36,120,Pakistan
117690,D008,Traditional Daraz Pottery Bowl,7,21/09/2021 16:10,1037.16,291,Pakistan
117691,D022,Wooden Daraz Jewelry Box,4,30/04/2021 16:48,1534.14,956,Pakistan
117692,D045,Wooden Daraz Jewelry Box,5,09/09/2021 1:54,1504.84,129,Pakistan
117693,D027,Daraz Embroidered Towel,9,11/08/2021 10:13,355.53,721,Pakistan
117694,D032,Daraz Decorative Lamp,1,18/05/2021 2:48,1317.08,538,Pakistan
117695,D008,Embroidered Daraz Cushion Cover,2,02/03/2021 21:00,1057.22,403,Pakistan
117696,D018,Wooden Daraz Keychain Set,6,20/02/2021 8:24,1537.15,593,Pakistan
117697,D005,Handcrafted Daraz Decorative Figurine,1,12/11/2021 0:37,1430.42,345,Pakistan
117698,D044,Handcrafted Daraz Mug,10,29/01/2021 14:38,1105.85,315,Pakistan
117699,D015,Daraz Artisanal Clock,4,31/10/2021 8:01,1788.77,730,Pakistan
117700,D026,Daraz Decorative Lamp,6,31/01/2021 3:46,1663.32,453,Pakistan
117701,D042,Miniature Daraz Truck Figurine,3,20/10/2021 16:38,1789.97,714,Pakistan
117702,D039,Miniature Daraz Truck Figurine,10,22/02/2021 18:30,151.42,623,Pakistan
117703,D040,Embroidered Daraz Cushion Cover,7,28/01/2021 9:51,1619.84,948,Pakistan
117704,D041,Daraz Decorative Lamp,3,23/06/2021 12:31,1124.28,256,Pakistan
117705,D049,Daraz Artisanal Clock,5,12/09/2021 4:27,335.25,725,Pakistan
117706,D030,Daraz Wooden Frame,8,05/04/2021 8:55,170.64,189,Pakistan
117707,D022,Daraz Leather Wallet,7,01/12/2021 2:43,1927.64,521,Pakistan
117708,D044,Wooden Daraz Jewelry Box,4,10/07/2021 11:45,474.12,421,Pakistan
117709,D002,Daraz Silk Scarf,8,14/06/2021 11:01,1240.79,739,Pakistan
117710,D008,Wooden Daraz Jewelry Box,8,25/11/2021 14:59,835.75,615,Pakistan
117711,D018,Daraz Embroidered Towel,1,10/04/2021 20:52,255.22,930,Pakistan
117712,D003,Daraz Silk Scarf,9,23/01/2021 7:56,988.85,641,Pakistan
117713,D048,Embroidered Daraz Cushion Cover,9,24/01/2021 6:51,1430.11,811,Pakistan
117714,D048,Daraz Printed T-shirt,9,02/05/2021 4:25,543.66,948,Pakistan
117715,D030,Embroidered Daraz Cushion Cover,3,13/12/2021 10:42,676.76,731,Pakistan
117716,D024,Daraz Model Car,5,12/02/2021 19:13,646.56,738,Pakistan
117717,D035,Daraz Model Car,6,05/08/2021 6:53,610.85,457,Pakistan
117718,D027,Hand-painted Daraz Ceramic Plate,10,17/04/2021 13:08,1568.51,162,Pakistan
117719,D011,Handwoven Daraz Pashmina Shawl,2,25/06/2021 9:47,1771.63,227,Pakistan
117720,D017,Handcrafted Daraz Mug,4,19/02/2021 5:55,1778.99,185,Pakistan
117721,D030,Handcrafted Daraz Decorative Figurine,4,13/02/2021 12:17,1439.85,540,Pakistan
117722,D022,Daraz Ceramic Vase,7,15/12/2021 9:15,517.56,903,Pakistan
117723,D002,Embroidered Daraz Cushion Cover,5,14/01/2021 2:25,1494.75,834,Pakistan
117724,D025,Handcrafted Daraz Mug,7,31/03/2021 7:15,198.35,848,Pakistan
117725,D026,Daraz Embroidered Towel,9,13/10/2021 11:09,987.71,711,Pakistan
117726,D050,Daraz Handmade Notebook,2,05/09/2021 3:32,1623,109,Pakistan
117727,D045,Daraz Wooden Frame,8,19/04/2021 10:15,1222.77,774,Pakistan
117728,D028,Daraz Calligraphy Art Piece,8,02/01/2021 1:18,1474.53,827,Pakistan
117729,D038,Daraz Calligraphy Art Piece,1,17/05/2021 7:58,1164.09,711,Pakistan
117730,D019,Embroidered Daraz Cushion Cover,8,16/12/2021 4:49,1552.91,870,Pakistan
117731,D030,Wooden Daraz Jewelry Box,4,09/10/2021 5:35,393.1,284,Pakistan
117732,D006,Daraz Handmade Notebook,8,01/09/2021 22:58,1932.8,472,Pakistan
117733,D007,Daraz Embroidered Towel,4,31/03/2021 14:12,1992.82,917,Pakistan
117734,D025,Wooden Daraz Keychain Set,4,06/12/2021 7:23,1366.89,944,Pakistan
117735,D040,Traditional Daraz Pottery Bowl,8,27/01/2021 4:48,1602.8,934,Pakistan
117736,D027,Daraz Ceramic Vase,2,11/09/2021 10:28,1561.02,980,Pakistan
117737,D036,Daraz Silk Scarf,10,01/06/2021 12:45,1677.71,278,Pakistan
117738,D041,Wooden Daraz Jewelry Box,1,06/10/2021 14:57,1129.68,669,Pakistan
117739,D001,Wooden Daraz Keychain Set,8,11/03/2021 9:39,1119.62,471,Pakistan
117740,D049,Hand-painted Daraz Ceramic Plate,6,03/01/2021 2:36,1923.95,820,Pakistan
117741,D027,Embroidered Daraz Cushion Cover,6,06/10/2021 7:49,1522.52,558,Pakistan
117742,D044,Wooden Daraz Jewelry Box,8,05/10/2021 8:01,1290.07,562,Pakistan
117743,D050,Miniature Daraz Truck Figurine,8,04/07/2021 8:25,916.64,591,Pakistan
117744,D013,Wooden Daraz Jewelry Box,6,29/09/2021 18:17,582.16,145,Pakistan
117745,D024,Miniature Daraz Truck Figurine,8,18/11/2021 23:43,82.12,941,Pakistan
117746,D024,Daraz Wooden Frame,3,26/07/2021 21:21,494.17,335,Pakistan
117747,D010,Wooden Daraz Keychain Set,4,22/01/2021 4:04,1276.7,296,Pakistan
117748,D020,Handcrafted Daraz Decorative Figurine,10,16/03/2021 10:18,1406.19,802,Pakistan
117749,D019,Handcrafted Daraz Decorative Figurine,9,13/05/2021 4:42,728.56,572,Pakistan
117750,D020,Wooden Daraz Keychain Set,3,26/07/2021 7:38,1758.13,920,Pakistan
117751,D048,Daraz Printed T-shirt,5,10/03/2021 17:06,1507.57,142,Pakistan
117752,D008,Handcrafted Daraz Mug,5,20/07/2021 21:09,275.6,512,Pakistan
117753,D019,Daraz Calligraphy Art Piece,9,28/11/2021 4:32,94.81,775,Pakistan
117754,D042,Daraz Ceramic Vase,5,01/01/2021 22:42,1593.87,767,Pakistan
117755,D002,Daraz Handmade Notebook,5,25/08/2021 19:08,1010.84,203,Pakistan
117756,D035,Hand-painted Daraz Ceramic Plate,8,04/09/2021 10:07,328.8,938,Pakistan
117757,D026,Daraz Handmade Notebook,3,15/03/2021 20:55,129.16,763,Pakistan
117758,D003,Miniature Daraz Truck Figurine,10,09/10/2021 1:56,432.9,836,Pakistan
117759,D008,Daraz Ceramic Vase,8,20/06/2021 12:55,387.92,209,Pakistan
117760,D020,Daraz Artisanal Clock,9,07/12/2021 9:25,1546.44,587,Pakistan
117761,D012,Handcrafted Daraz Decorative Figurine,6,03/01/2021 7:58,1041.79,336,Pakistan
117762,D036,Daraz Leather Wallet,2,29/01/2021 11:37,644.86,512,Pakistan
117763,D009,Daraz Ceramic Vase,2,16/11/2021 16:08,1613.62,209,Pakistan
117764,D020,Daraz Wooden Frame,5,28/08/2021 7:50,1333.24,888,Pakistan
117765,D002,Daraz Artisanal Clock,8,23/06/2021 16:35,1150.42,933,Pakistan
117766,D032,Handwoven Daraz Pashmina Shawl,3,14/06/2021 15:27,1473.52,415,Pakistan
117767,D041,Handcrafted Daraz Mug,5,09/02/2021 13:19,926.71,911,Pakistan
117768,D049,Handcrafted Daraz Mug,9,27/01/2021 20:43,712.83,327,Pakistan
117769,D043,Daraz Leather Wallet,6,05/12/2021 21:32,487.12,236,Pakistan
117770,D044,Handcrafted Daraz Decorative Figurine,8,25/01/2021 21:01,354.71,582,Pakistan
117771,D050,Daraz Calligraphy Art Piece,8,24/10/2021 6:54,163.84,870,Pakistan
117772,D031,Handcrafted Daraz Decorative Figurine,10,30/04/2021 6:45,480.69,251,Pakistan
117773,D008,Daraz Wooden Frame,10,07/07/2021 20:33,295.56,300,Pakistan
117774,D046,Daraz Ceramic Vase,10,17/10/2021 19:43,252.49,393,Pakistan
117775,D011,Daraz Artisanal Clock,6,18/11/2021 11:29,753.74,622,Pakistan
117776,D008,Daraz Printed T-shirt,9,19/12/2021 10:31,906.31,753,Pakistan
117777,D033,Handwoven Daraz Pashmina Shawl,9,06/11/2021 14:35,159.55,715,Pakistan
117778,D029,Hand-painted Daraz Ceramic Plate,1,19/04/2021 22:50,1300.25,791,Pakistan
117779,D026,Daraz Silk Scarf,2,10/07/2021 3:55,1532.52,854,Pakistan
117780,D005,Daraz Handmade Notebook,5,15/07/2021 3:55,1983.18,541,Pakistan
117781,D031,Miniature Daraz Truck Figurine,3,16/02/2021 6:30,1763.67,688,Pakistan
117782,D029,Daraz Leather Wallet,3,28/12/2021 9:09,556.81,405,Pakistan
117783,D024,Daraz Leather Wallet,2,08/12/2021 23:07,1734.23,571,Pakistan
117784,D032,Embroidered Daraz Cushion Cover,5,26/04/2021 12:33,1557.31,731,Pakistan
117785,D045,Hand-painted Daraz Ceramic Plate,3,08/10/2021 13:30,1191.12,128,Pakistan
117786,D018,Handwoven Daraz Pashmina Shawl,3,09/02/2021 10:13,391.91,255,Pakistan
117787,D003,Hand-painted Daraz Ceramic Plate,4,17/08/2021 0:06,1774.55,575,Pakistan
117788,D042,Daraz Silk Scarf,8,27/12/2021 23:27,1894.93,322,Pakistan
117789,D004,Daraz Calligraphy Art Piece,10,08/04/2021 8:57,1578.73,665,Pakistan
117790,D031,Daraz Decorative Lamp,10,05/10/2021 13:42,466.18,624,Pakistan
117791,D015,Handwoven Daraz Pashmina Shawl,3,05/10/2021 3:12,470.64,953,Pakistan
